-18.4774,62.3645
-18.6931304932,62.30311203
-18.9357395172,62.2363891602
-19.2282295227,62.139503479
-19.4342002869,62.0362968445
-19.7341003418,61.9017105103
-19.9693374634,61.8095092773
-20.1188087463,61.7349586487
-19.9430809021,61.7903137207
-19.7319412231,61.8597564697
-19.3908348083,61.9887390137
-18.8457813263,62.2739448547
-18.1635627747,62.6081314087
-17.5056324005,62.9168319702
-17.075044632,63.0440673828
-16.7064781189,63.181022644
-16.6873340607,63.1986236572
-16.9889640808,63.0910110474
-17.1107788086,63.1444168091
-17.4741783142,63.0633239746
-17.7317352295,63.1551055908
-18.0216083527,63.2505683899
-18.5123100281,63.0961418152
-18.7561531067,63.2025222778
-18.9185676575,63.2718467712
-19.0574493408,63.2203979492
-18.910823822,63.2236824036
-18.6194114685,63.2503128052
-18.2250728607,63.3623428345
-17.8838672638,63.5316848755
-17.7524776459,63.5006523132
-17.6842327118,63.4547195435
-17.7121620178,63.3795204163
-17.8698673248,63.3490028381
-18.0953426361,63.3286933899
-18.0410957336,63.6274414062
-18.4287796021,63.8217010498
-18.9046173096,63.6848068237
-19.282793045,63.6030464172
-19.4468421936,63.5653266907
-19.3902778625,63.5735015869
-19.2605609894,63.5643157959
-19.0067863464,63.5901489258
-18.8351230621,63.6704025269
-18.5890045166,63.8525238037
-18.3317489624,64.0218811035
-18.4255867004,63.9247207642
-18.5903778076,63.8226737976
-18.6191711426,63.7264823914
-19.1946411133,63.5425376892
-19.598865509,63.3721961975
-19.888633728,63.215385437
-20.2014884949,63.0774650574
-20.2971496582,63.1596565247
-20.3407058716,63.1903419495
-20.2909545898,63.2001914978
-20.1004867554,63.2955131531
-19.9782714844,63.3504219055
-19.7385692596,63.5303840637
-19.6892662048,63.4451751709
-19.6252822876,63.4585037231
-19.3206367493,63.7240943909
-19.1537780762,64.0216903687
-19.0481510162,64.3222351074
-19.1045608521,64.5006103516
-19.1869468689,64.6125869751
-19.2445869446,64.7673721313
-19.3286762238,64.9113998413
